EquipID	Year	Make	Model	Description	Dept	SalePrice	SaleDate	AuctionHouse
43312	2004	FORD	F250	PICKUP - DUMP BODY	DPR	8400	3/31/2015 0:00	BIDADOO ONLINE AUCTION
43598	2004	FORD	F250	PICKUP	SDOT	7000	2/19/2014 0:00	BIDADOO ONLINE AUCTION
13782	2001	FORD	F250	PICKUP	DPR	6600	10/23/2014 0:00	MURPHYS AUCTION
31378	2011	FORD	F350	TRUCK 2WD CREW CAB	SDOT	4200	12/20/2013 0:00	MURPHYS AUCTION
56598	2006	FORD	F550	TRUCK - SERVICE BODY - CLASS 5	SPU	16000	8/8/2014 0:00	MURPHYS AUCTION
73032	2007	FORD	RANGER	COMPACT PICKUP	FAS	10250	11/8/2013 0:00	MURPHYS AUCTION
81723	1998	FORD	SUPER CLUB	PASSENGER VAN	DPR	3750	1/8/2015 0:00	MURPHYS AUCTION
13352	2001	GMC	SONOMA	COMPACT PICKUP	DPR	1727	2/26/2013 0:00	BIDADOO ONLINE AUCTION
23364	2002	GMC	SONOMA	COMPACT PICKUP	DPR	6100	3/20/2013 0:00	BIDADOO ONLINE AUCTION
13452	2001	GMC	SONOMA	COMPACT PICKUP	DPR	2850	1/29/2013 0:00	BIDADOO ONLINE AUCTION
13407	2001	GMC	SONOMA	COMPACT PICKUP	DPR	4651	3/20/2013 0:00	BIDADOO ONLINE AUCTION
13612	2001	GMC	SONOMA	COMPACT PICKUP	SDOT	5500	10/22/2014 0:00	BIDADOO ONLINE AUCTION
13403	2001	GMC	SONOMA	COMPACT PICKUP	DPR	2390	2/14/2013 0:00	BIDADOO ONLINE AUCTION
31268	2003	HONDA	CIVIC GX	SUBCOMPACT SEDAN - DEDICATED CNG	SFD	7400	4/11/2014 0:00	MURPHYS AUCTION
6575	2000	INGERSOLL RAND	P185WJDU	AIR COMPRESSOR - TRAILER MOUNTED	SPU	10500	11/8/2013 0:00	MURPHYS AUCTION
983676	1998	INTERNATIONAL	4700LP	TRUCK - FLATBED - CLASS 6	SDOT	13100	7/31/2013 0:00	BIDADOO ONLINE AUCTION
965408	1996	EMERGENCY ONE	PUMPER	FIRE PUMPER	SFD	5300.23	11/6/2014 0:00	BIDADOO ONLINE AUCTION
45675	2004	TORO	DINGO 320D	COMPACT UTILITY LOADER - TRENCHER	SDOT	4600	6/25/2014 0:00	MURPHYS AUCTION
18143	2001	KUBOTA	L35	TRACTOR - LOADER	DPR	13999	4/17/2013 0:00	BIDADOO ONLINE AUCTION
985717	1998	PETERBILT	320	TRUCK - EDUCTOR - VACTOR	SPU	45000	11/8/2013 0:00	MURPHYS AUCTION
11852	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	5660.99	10/11/2013 0:00	BIDADOO ONLINE AUCTION
52084	2005	TOYOTA	PRIUS	SEDAN COMPACT HYBRID	SFD	7500	10/23/2014 0:00	MURPHYS AUCTION
52147	2005	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPD	8500	10/23/2014 0:00	MURPHYS AUCTION
51848	2005	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPD	8500	10/23/2014 0:00	MURPHYS AUCTION
11053	2001	TOYOTA	PRIUS	COMPACT SEDAN - HYBRID	DPR	6000	12/20/2013 0:00	MURPHYS AUCTION
975760	1997	TRAILKING	503 DFP	TRAILER - LOWBOY - 100000 LB GVWR	SDOT	26100	12/3/2013 0:00	BIDADOO ONLINE AUCTION
985680	1998	TRAILMAX	7-12-UT	TRAILER - TILTDECK - 14500 LB GVWR	SDOT	4500	1/8/2015 0:00	MURPHYS AUCTION
41451	2004	JEEP	LIBERTY	SUV COMPACT	SPU	3750	1/8/2015 0:00	MURPHYS AUCTION
42906	2004	DODGE	STRATUS	MIDSIZE SEDAN	DPR	3000	1/8/2015 0:00	MURPHYS AUCTION
55758	2005	STERLING	SC8000	SWEEPER - MECHANICAL	SDOT	44101	4/24/2013 0:00	BIDADOO ONLINE AUCTION
55756	2005	STERLING	SC8000	SWEEPER - MECHANICAL	SDOT	44255	4/24/2013 0:00	BIDADOO ONLINE AUCTION
75744	2007	STERLING	SC8000	SWEEPER - REGENERATIVE AIR M6000	SDOT	47100	9/6/2013 0:00	BIDADOO ONLINE AUCTION
57145	2005	BOMAG	BW90AD-2	ROLLER - 1.5 TON DOUBLE DRUM	SDOT	19600	2/17/2015 0:00	BIDADOO ONLINE AUCTION
45651	2004	CASE	590M	BACKHOE LOADER - 15200 LB - BREAKER	SDOT	23700	4/21/2014 0:00	MURPHYS AUCTION
77428	2007	EZEE	TORQ2	ELECTRIC BICYCLE	FAS	600	3/28/2013 0:00	MURPHYS AUCTION
81998	2008	TORO	WORKMAN 4300	UTILITY VEHICLE 4 WHEEL	CEN	8988	1/28/2015 0:00	BIDADOO ONLINE AUCTION
68157	2006	KUBOTA	RTV900T6T2	UTILITY VEHICLE 4 WHEEL	DPR	2750	12/20/2013 0:00	MURPHYS AUCTION
23689	2002	FORD	F450	PICKUP DUMPING FLATBED PLOW CLASS 4	SDOT	15700	6/25/2014 0:00	MURPHYS AUCTION
23645	2002	FORD	F450	PICKUP - DUMP BODY - CLASS 4	SDOT	11000	6/27/2013 0:00	MURPHYS AUCTION
23651	2002	FORD	F450	PICKUP - DUMP BODY - CRANE - CLASS 4	SDOT	15859	11/12/2014 0:00	BIDADOO ONLINE AUCTION
993908	1999	FORD	F450	PICKUP - FLATBED - CRANE - CLASS 4	DPR	7500	3/28/2013 0:00	MURPHYS AUCTION
EG0002	1999	CATERPILLAR	963	SOLID WASTE CRAWLER LOADER	SPU	7500	4/11/2014 0:00	MURPHYS AUCTION
71990	2007	TORO	WORKMAN E2065	UTILITY VEHICLE - ELECTRIC	CEN	2200	1/8/2015 0:00	MURPHYS AUCTION
77304	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	785	2/17/2015 0:00	BIDADOO ONLINE AUCTION
77303	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	2393	2/4/2015 0:00	BIDADOO ONLINE AUCTION
77302	2007	SEGWAY	I2	ELECTRIC PERSONAL MOBILITY DEVICE	SPD	1325	2/11/2015 0:00	BIDADOO ONLINE AUCTION
